customer_id,total_views,total_add_to_cart,total_purchase,view_cart_conversion,cart_purchase_conversion
1698,8,2,1,25.00,50.00
1699,7,7,2,100.00,28.57
1700,12,2,0,16.67,0.00
1701,5,5,0,100.00,0.00
1702,6,2,0,33.33,0.00
1703,7,5,1,71.43,20.00
1704,6,3,1,50.00,33.33
1705,13,3,1,23.08,33.33
1706,9,8,2,88.89,25.00
1707,10,1,2,10.00,200.00
1708,4,4,0,100.00,0.00
1709,5,2,0,40.00,0.00
1710,8,0,2,0.00,0.00
1711,6,4,0,66.67,0.00
1712,6,7,0,116.67,0.00
1713,4,5,0,125.00,0.00
1714,11,4,1,36.36,25.00
1715,11,3,1,27.27,33.33
1716,6,3,1,50.00,33.33
1717,9,2,1,22.22,50.00
1718,8,2,1,25.00,50.00
1719,7,4,1,57.14,25.00
1720,10,1,0,10.00,0.00
1721,11,3,3,27.27,100.00
1722,9,5,0,55.56,0.00
1723,7,3,1,42.86,33.33
1724,6,2,1,33.33,50.00
1725,4,3,2,75.00,66.67
1726,8,3,3,37.50,100.00
1727,5,1,3,20.00,300.00
1728,10,3,0,30.00,0.00
1729,8,3,2,37.50,66.67
1730,9,6,1,66.67,16.67
1731,8,4,1,50.00,25.00
1732,11,4,0,36.36,0.00
1733,7,3,1,42.86,33.33
1734,5,4,1,80.00,25.00
1735,5,2,1,40.00,50.00
1736,3,6,0,200.00,0.00
1737,9,3,0,33.33,0.00
1738,8,1,0,12.50,0.00
1739,7,3,2,42.86,66.67
1740,7,1,1,14.29,100.00
1741,8,1,1,12.50,100.00
1742,7,6,1,85.71,16.67
1743,5,2,1,40.00,50.00
1744,10,5,0,50.00,0.00
1745,16,1,2,6.25,200.00
1746,10,2,0,20.00,0.00
1747,11,3,4,27.27,133.33
1748,11,1,0,9.09,0.00
1749,9,1,3,11.11,300.00
1750,9,2,0,22.22,0.00
1751,7,3,2,42.86,66.67
1752,4,3,0,75.00,0.00
1753,11,2,3,18.18,150.00
1754,8,1,3,12.50,300.00
1755,8,2,0,25.00,0.00
1756,4,3,0,75.00,0.00
1757,8,2,1,25.00,50.00
1758,11,2,2,18.18,100.00
1759,10,2,1,20.00,50.00
1760,9,3,0,33.33,0.00
1761,8,3,2,37.50,66.67
1762,5,4,3,80.00,75.00
1763,5,3,1,60.00,33.33
1764,7,5,0,71.43,0.00
1765,4,4,0,100.00,0.00
1766,8,3,0,37.50,0.00
1767,9,4,0,44.44,0.00
1768,6,1,2,16.67,200.00
1769,4,4,1,100.00,25.00
1770,6,2,3,33.33,150.00
1771,5,3,1,60.00,33.33
1772,10,2,0,20.00,0.00
1773,6,4,0,66.67,0.00
1774,6,5,1,83.33,20.00
1775,3,2,0,66.67,0.00
1776,8,4,0,50.00,0.00
1777,6,7,1,116.67,14.29
1778,11,6,0,54.55,0.00
1779,8,3,2,37.50,66.67
1780,5,5,1,100.00,20.00
1781,5,4,1,80.00,25.00
1782,8,1,0,12.50,0.00
1783,7,5,1,71.43,20.00
1784,8,2,3,25.00,150.00
1785,10,5,2,50.00,40.00
1786,8,3,1,37.50,33.33
1787,4,3,1,75.00,33.33
1788,7,7,2,100.00,28.57
1789,4,2,1,50.00,50.00
1790,6,0,0,0.00,0.00
1791,5,6,1,120.00,16.67
1792,11,4,5,36.36,125.00
1793,11,6,0,54.55,0.00
1794,3,5,1,166.67,20.00
1795,6,5,0,83.33,0.00
1796,9,3,4,33.33,133.33
1797,11,4,4,36.36,100.00
1798,5,2,1,40.00,50.00
1799,8,3,1,37.50,33.33
1800,3,6,0,200.00,0.00
1801,5,5,0,100.00,0.00
1802,4,6,3,150.00,50.00
1803,10,3,3,30.00,100.00
1804,10,4,1,40.00,25.00
1805,14,2,0,14.29,0.00
1806,9,1,0,11.11,0.00
1807,6,7,1,116.67,14.29
1808,7,1,0,14.29,0.00
1809,12,2,1,16.67,50.00
1810,1,3,0,300.00,0.00
1811,6,4,1,66.67,25.00
1812,8,3,0,37.50,0.00
1813,9,3,1,33.33,33.33
1814,4,3,1,75.00,33.33
1815,6,5,1,83.33,20.00
1816,7,3,0,42.86,0.00
1817,6,5,1,83.33,20.00
1818,3,3,3,100.00,100.00
1819,7,2,1,28.57,50.00
1820,10,1,1,10.00,100.00
1821,7,5,3,71.43,60.00
1822,7,3,1,42.86,33.33
1823,6,7,2,116.67,28.57
1824,7,8,1,114.29,12.50
1825,6,4,2,66.67,50.00
1826,5,6,0,120.00,0.00
1827,5,1,1,20.00,100.00
1828,6,5,2,83.33,40.00
1829,6,3,1,50.00,33.33
1830,5,5,0,100.00,0.00
1831,5,3,1,60.00,33.33
1832,6,6,3,100.00,50.00
1833,3,4,0,133.33,0.00
1834,6,3,1,50.00,33.33
1835,7,3,1,42.86,33.33
1836,5,3,2,60.00,66.67
1837,11,4,0,36.36,0.00
1838,7,4,1,57.14,25.00
1839,6,4,1,66.67,25.00
1840,5,3,1,60.00,33.33
1841,4,4,2,100.00,50.00
1842,9,3,2,33.33,66.67
1843,9,3,1,33.33,33.33
1844,11,2,1,18.18,50.00
1845,7,6,4,85.71,66.67
1846,4,2,0,50.00,0.00
1847,7,6,1,85.71,16.67
1848,8,5,2,62.50,40.00
1849,7,2,2,28.57,100.00
1850,10,3,1,30.00,33.33
1851,7,3,2,42.86,66.67
1852,5,8,4,160.00,50.00
1853,4,2,0,50.00,0.00
1854,10,1,2,10.00,200.00
1855,7,5,1,71.43,20.00
1856,8,2,0,25.00,0.00
1857,7,1,0,14.29,0.00
1858,9,4,1,44.44,25.00
1859,3,6,1,200.00,16.67
1860,9,4,0,44.44,0.00
1861,6,3,0,50.00,0.00
1862,7,6,1,85.71,16.67
1863,3,8,0,266.67,0.00
1864,10,2,1,20.00,50.00
1865,6,2,3,33.33,150.00
1866,5,2,2,40.00,100.00
1867,12,2,1,16.67,50.00
1868,7,2,0,28.57,0.00
1869,6,2,0,33.33,0.00
1870,5,0,0,0.00,0.00
1871,7,4,2,57.14,50.00
1872,9,6,1,66.67,16.67
1873,6,2,1,33.33,50.00
1874,8,1,0,12.50,0.00
1875,8,2,4,25.00,200.00
1876,7,10,3,142.86,30.00
1877,4,3,3,75.00,100.00
1878,7,7,2,100.00,28.57
1879,5,5,1,100.00,20.00
1880,5,5,3,100.00,60.00
1881,3,4,1,133.33,25.00
1882,4,3,0,75.00,0.00
1883,8,3,1,37.50,33.33
1884,8,1,2,12.50,200.00
1885,6,4,1,66.67,25.00
1886,13,7,2,53.85,28.57
1887,7,2,3,28.57,150.00
1888,6,2,2,33.33,100.00
1889,2,4,0,200.00,0.00
1890,8,3,1,37.50,33.33
1891,5,4,0,80.00,0.00
1892,4,1,3,25.00,300.00
1893,6,2,2,33.33,100.00
1894,8,4,2,50.00,50.00
1895,6,1,4,16.67,400.00
1896,11,4,0,36.36,0.00
1897,12,3,0,25.00,0.00
1898,4,3,0,75.00,0.00
1899,5,6,2,120.00,33.33
1900,4,4,2,100.00,50.00
1901,9,4,0,44.44,0.00
1902,6,5,0,83.33,0.00
1903,10,2,1,20.00,50.00
1904,7,2,0,28.57,0.00
1905,2,2,1,100.00,50.00
1906,4,4,0,100.00,0.00
1907,9,4,0,44.44,0.00
1908,6,2,0,33.33,0.00
1909,3,8,1,266.67,12.50
1910,12,9,2,75.00,22.22
1911,6,1,1,16.67,100.00
1912,5,4,0,80.00,0.00
1913,8,4,1,50.00,25.00
1914,6,6,4,100.00,66.67
1915,9,4,0,44.44,0.00
1916,5,5,0,100.00,0.00
1917,6,4,0,66.67,0.00
1918,5,6,0,120.00,0.00
1919,7,6,0,85.71,0.00
1920,6,1,2,16.67,200.00
1921,1,6,1,600.00,16.67
1922,5,2,0,40.00,0.00
1923,3,2,1,66.67,50.00
1924,7,4,1,57.14,25.00
1925,7,3,3,42.86,100.00
1926,1,3,1,300.00,33.33
1927,7,3,2,42.86,66.67
1928,9,4,2,44.44,50.00
1929,4,1,2,25.00,200.00
1930,15,2,0,13.33,0.00
1931,11,1,1,9.09,100.00
1932,8,3,1,37.50,33.33
1933,4,7,0,175.00,0.00
1934,7,1,0,14.29,0.00
1935,8,1,0,12.50,0.00
1936,8,8,1,100.00,12.50
1937,8,3,3,37.50,100.00
1938,4,4,1,100.00,25.00
1939,6,5,1,83.33,20.00
1940,7,4,2,57.14,50.00
1941,8,4,1,50.00,25.00
1942,10,4,2,40.00,50.00
1943,5,4,0,80.00,0.00
1944,8,2,1,25.00,50.00
1945,10,8,2,80.00,25.00
1946,17,3,0,17.65,0.00
1947,12,6,4,50.00,66.67
1948,7,3,0,42.86,0.00
1949,8,5,2,62.50,40.00
1950,5,6,1,120.00,16.67
1951,9,4,3,44.44,75.00
1952,11,6,3,54.55,50.00
1953,5,3,2,60.00,66.67
1954,9,0,1,0.00,0.00
1955,12,4,1,33.33,25.00
1956,6,4,0,66.67,0.00
1957,5,0,2,0.00,0.00
1958,10,6,1,60.00,16.67
1959,6,7,3,116.67,42.86
1960,6,5,2,83.33,40.00
1961,8,1,1,12.50,100.00
1962,12,3,2,25.00,66.67
1963,7,2,2,28.57,100.00
1964,6,5,0,83.33,0.00
1965,6,6,2,100.00,33.33
1966,7,1,2,14.29,200.00
1967,6,5,0,83.33,0.00
1968,7,3,0,42.86,0.00
1969,7,3,2,42.86,66.67
1970,7,6,1,85.71,16.67
1971,6,5,1,83.33,20.00
1972,8,2,4,25.00,200.00
1973,6,4,1,66.67,25.00
1974,12,2,2,16.67,100.00
1975,1,1,3,100.00,300.00
1976,8,3,1,37.50,33.33
1977,8,5,0,62.50,0.00
1978,3,1,1,33.33,100.00
1979,8,4,2,50.00,50.00
1980,8,1,1,12.50,100.00
1981,8,2,2,25.00,100.00
1982,9,3,0,33.33,0.00
1983,10,2,3,20.00,150.00
1984,9,6,1,66.67,16.67
1985,5,5,1,100.00,20.00
1986,8,7,0,87.50,0.00
1987,5,3,1,60.00,33.33
1988,9,4,0,44.44,0.00
1989,3,3,1,100.00,33.33
1990,8,2,1,25.00,50.00
1991,4,4,1,100.00,25.00
1992,7,6,2,85.71,33.33
1993,2,4,3,200.00,75.00
1994,8,1,1,12.50,100.00
1995,8,5,1,62.50,20.00
1996,8,2,1,25.00,50.00
1997,5,6,2,120.00,33.33
1998,7,1,1,14.29,100.00
1999,6,4,0,66.67,0.00
2000,5,8,2,160.00,25.00
2001,6,3,1,50.00,33.33
2002,6,1,1,16.67,100.00
2003,6,4,1,66.67,25.00
2004,16,2,1,12.50,50.00
2005,9,2,0,22.22,0.00
2006,7,3,0,42.86,0.00
2007,5,3,2,60.00,66.67
2008,7,3,2,42.86,66.67
2009,7,5,1,71.43,20.00
2010,3,3,0,100.00,0.00
2011,8,2,4,25.00,200.00
2012,7,3,1,42.86,33.33
2013,14,2,1,14.29,50.00
2014,10,3,2,30.00,66.67
2015,6,2,2,33.33,100.00
2016,2,3,3,150.00,100.00
2017,9,4,0,44.44,0.00
2018,11,2,0,18.18,0.00
2019,7,5,2,71.43,40.00
2020,5,1,2,20.00,200.00
2021,7,8,2,114.29,25.00
2022,8,4,0,50.00,0.00
2023,7,3,3,42.86,100.00
2024,5,4,2,80.00,50.00
2025,9,5,0,55.56,0.00
2026,6,3,0,50.00,0.00
2027,3,1,1,33.33,100.00
2028,0,2,1,0.00,50.00
2029,8,4,1,50.00,25.00
2030,11,3,2,27.27,66.67
2031,7,6,0,85.71,0.00
2032,8,2,1,25.00,50.00
2033,4,3,0,75.00,0.00
2034,8,2,1,25.00,50.00
2035,7,3,1,42.86,33.33
2036,10,5,0,50.00,0.00
2037,5,3,2,60.00,66.67
2038,9,8,3,88.89,37.50
2039,7,5,2,71.43,40.00
2040,7,1,4,14.29,400.00
2041,7,5,0,71.43,0.00
2042,7,2,1,28.57,50.00
2043,7,7,0,100.00,0.00
2044,4,4,1,100.00,25.00
2045,4,4,1,100.00,25.00
2046,6,4,1,66.67,25.00
2047,6,3,2,50.00,66.67
2048,6,1,2,16.67,200.00
2049,9,4,1,44.44,25.00
2050,3,3,1,100.00,33.33
2051,9,4,1,44.44,25.00
2052,11,4,1,36.36,25.00
2053,5,7,0,140.00,0.00
2054,4,4,2,100.00,50.00
2055,13,1,1,7.69,100.00
2056,8,5,3,62.50,60.00
2057,12,5,1,41.67,20.00
2058,3,4,1,133.33,25.00
2059,7,5,0,71.43,0.00
2060,5,1,1,20.00,100.00
2061,8,4,3,50.00,75.00
2062,5,1,0,20.00,0.00
2063,3,1,2,33.33,200.00
2064,12,3,0,25.00,0.00
2065,5,4,1,80.00,25.00
2066,9,2,1,22.22,50.00
2067,6,1,1,16.67,100.00
2068,11,4,0,36.36,0.00
2069,10,4,1,40.00,25.00
2070,7,9,1,128.57,11.11
2071,10,2,0,20.00,0.00
2072,6,4,1,66.67,25.00
2073,7,6,1,85.71,16.67
2074,7,7,1,100.00,14.29
2075,4,7,1,175.00,14.29
2076,5,4,0,80.00,0.00
2077,9,3,0,33.33,0.00
2078,9,4,1,44.44,25.00
2079,5,1,1,20.00,100.00
2080,11,6,1,54.55,16.67
2081,14,5,0,35.71,0.00
2082,11,2,1,18.18,50.00
2083,6,2,2,33.33,100.00
2084,8,2,1,25.00,50.00
2085,6,2,2,33.33,100.00
2086,7,2,2,28.57,100.00
2087,7,4,0,57.14,0.00
2088,10,3,3,30.00,100.00
2089,11,5,1,45.45,20.00
2090,5,5,2,100.00,40.00
2091,5,6,3,120.00,50.00
2092,7,1,0,14.29,0.00
2093,5,7,1,140.00,14.29
2094,5,3,1,60.00,33.33
2095,9,7,1,77.78,14.29
2096,8,3,0,37.50,0.00
2097,8,3,0,37.50,0.00
2098,7,3,3,42.86,100.00
2099,5,2,1,40.00,50.00
2100,6,3,1,50.00,33.33
2101,4,2,0,50.00,0.00
2102,9,5,0,55.56,0.00
2103,7,3,3,42.86,100.00
2104,15,3,0,20.00,0.00
2105,6,3,1,50.00,33.33
2106,5,5,2,100.00,40.00
2107,2,3,0,150.00,0.00
2108,11,5,2,45.45,40.00
2109,8,6,1,75.00,16.67
2110,12,6,0,50.00,0.00
2111,11,4,3,36.36,75.00
2112,2,6,0,300.00,0.00
2113,7,4,2,57.14,50.00
2114,9,5,1,55.56,20.00
2115,6,4,1,66.67,25.00
2116,8,4,1,50.00,25.00
2117,5,1,3,20.00,300.00
2118,8,3,0,37.50,0.00
2119,7,2,1,28.57,50.00
2120,8,5,1,62.50,20.00
2121,9,7,2,77.78,28.57
2122,5,3,1,60.00,33.33
2123,11,7,4,63.64,57.14
2124,10,4,1,40.00,25.00
2125,5,5,0,100.00,0.00
2126,5,0,0,0.00,0.00
2127,10,3,0,30.00,0.00
2128,6,3,1,50.00,33.33
2129,6,1,1,16.67,100.00
2130,9,2,1,22.22,50.00
2131,6,1,1,16.67,100.00
2132,8,2,0,25.00,0.00
2133,7,1,2,14.29,200.00
2134,9,2,0,22.22,0.00
2135,6,3,1,50.00,33.33
2136,11,3,0,27.27,0.00
2137,5,4,1,80.00,25.00
2138,8,5,2,62.50,40.00
2139,5,3,0,60.00,0.00
2140,7,2,3,28.57,150.00
2141,5,4,1,80.00,25.00
2142,7,5,0,71.43,0.00
2143,4,3,2,75.00,66.67
2144,8,5,1,62.50,20.00
2145,3,5,2,166.67,40.00
2146,9,6,0,66.67,0.00
2147,8,2,1,25.00,50.00
2148,11,5,3,45.45,60.00
2149,7,4,0,57.14,0.00
2150,10,3,3,30.00,100.00
2151,11,5,1,45.45,20.00
2152,8,3,2,37.50,66.67
2153,8,2,0,25.00,0.00
2154,10,0,1,0.00,0.00
2155,10,3,3,30.00,100.00
2156,8,0,1,0.00,0.00
2157,10,3,2,30.00,66.67
2158,9,3,0,33.33,0.00
2159,4,3,2,75.00,66.67
2160,6,2,1,33.33,50.00
2161,15,7,2,46.67,28.57
2162,5,5,3,100.00,60.00
2163,7,1,4,14.29,400.00
2164,5,2,3,40.00,150.00
2165,6,7,1,116.67,14.29
2166,6,6,5,100.00,83.33
2167,7,1,0,14.29,0.00
2168,7,7,2,100.00,28.57
2169,7,2,1,28.57,50.00
2170,7,3,1,42.86,33.33
2171,6,4,1,66.67,25.00
2172,6,3,1,50.00,33.33
2173,6,2,0,33.33,0.00
2174,17,6,2,35.29,33.33
2175,3,4,1,133.33,25.00
2176,5,3,6,60.00,200.00
2177,5,3,0,60.00,0.00
2178,5,1,0,20.00,0.00
2179,8,3,0,37.50,0.00
2180,2,0,0,0.00,0.00
2181,11,3,1,27.27,33.33
2182,13,3,0,23.08,0.00
2183,5,1,0,20.00,0.00
2184,6,1,3,16.67,300.00
2185,7,3,1,42.86,33.33
2186,6,2,0,33.33,0.00
2187,5,5,0,100.00,0.00
2188,4,6,1,150.00,16.67
2189,8,3,0,37.50,0.00
2190,8,5,1,62.50,20.00
2191,6,4,0,66.67,0.00
2192,7,4,2,57.14,50.00
2193,7,6,1,85.71,16.67
2194,8,3,1,37.50,33.33
2195,5,10,4,200.00,40.00
2196,8,9,0,112.50,0.00
2197,9,2,0,22.22,0.00
2198,8,2,0,25.00,0.00
2199,6,5,3,83.33,60.00
2200,4,4,1,100.00,25.00
2201,7,5,0,71.43,0.00
2202,7,4,1,57.14,25.00
2203,7,4,1,57.14,25.00
2204,8,4,0,50.00,0.00
2205,10,0,1,0.00,0.00
2206,10,4,0,40.00,0.00
2207,10,1,1,10.00,100.00
2208,5,2,1,40.00,50.00
2209,6,4,2,66.67,50.00
2210,7,2,1,28.57,50.00
2211,4,3,1,75.00,33.33
2212,7,3,0,42.86,0.00
2213,7,5,2,71.43,40.00
2214,5,1,2,20.00,200.00
2215,7,2,2,28.57,100.00
2216,8,6,0,75.00,0.00
2217,4,6,1,150.00,16.67
2218,8,3,0,37.50,0.00
2219,8,2,1,25.00,50.00
2220,8,6,0,75.00,0.00
2221,7,4,1,57.14,25.00
2222,5,3,0,60.00,0.00
2223,6,2,1,33.33,50.00
2224,7,1,0,14.29,0.00
2225,6,2,1,33.33,50.00
2226,6,0,0,0.00,0.00
2227,5,4,0,80.00,0.00
2228,6,6,0,100.00,0.00
2229,5,1,0,20.00,0.00
2230,10,2,0,20.00,0.00
2231,8,4,2,50.00,50.00
2232,7,5,3,71.43,60.00
2233,5,3,1,60.00,33.33
2234,5,1,1,20.00,100.00
2235,3,2,2,66.67,100.00
2236,9,2,0,22.22,0.00
2237,9,2,1,22.22,50.00
2238,5,8,1,160.00,12.50
2239,10,0,3,0.00,0.00
2240,7,5,0,71.43,0.00
2241,10,3,0,30.00,0.00
2242,6,1,1,16.67,100.00
2243,8,4,1,50.00,25.00
2244,6,4,3,66.67,75.00
2245,6,3,1,50.00,33.33
2246,5,2,2,40.00,100.00
2247,8,3,0,37.50,0.00
2248,10,3,1,30.00,33.33
2249,7,2,1,28.57,50.00
2250,11,3,1,27.27,33.33
2251,11,4,2,36.36,50.00
2252,6,1,0,16.67,0.00
2253,6,2,1,33.33,50.00
2254,13,4,1,30.77,25.00
2255,7,4,0,57.14,0.00
2256,5,2,1,40.00,50.00
2257,8,5,1,62.50,20.00
2258,8,2,2,25.00,100.00
2259,7,2,1,28.57,50.00
2260,7,1,1,14.29,100.00
2261,7,5,1,71.43,20.00
2262,10,1,0,10.00,0.00
2263,6,2,2,33.33,100.00
2264,4,2,1,50.00,50.00
2265,8,3,2,37.50,66.67
2266,4,4,0,100.00,0.00
2267,3,8,2,266.67,25.00
2268,11,3,2,27.27,66.67
2269,10,3,3,30.00,100.00
2270,8,6,0,75.00,0.00
2271,12,6,1,50.00,16.67
2272,9,7,2,77.78,28.57
2273,4,3,0,75.00,0.00
2274,4,4,2,100.00,50.00
2275,4,1,2,25.00,200.00
2276,8,3,4,37.50,133.33
2277,4,4,0,100.00,0.00
2278,7,1,1,14.29,100.00
2279,4,2,4,50.00,200.00
2280,5,4,1,80.00,25.00
2281,5,4,1,80.00,25.00
2282,8,5,3,62.50,60.00
2283,8,2,1,25.00,50.00
2284,4,2,0,50.00,0.00
2285,8,6,1,75.00,16.67
2286,6,3,1,50.00,33.33
2287,12,3,0,25.00,0.00
2288,5,3,1,60.00,33.33
2289,8,3,1,37.50,33.33
2290,11,3,0,27.27,0.00
2291,9,1,0,11.11,0.00
2292,8,6,2,75.00,33.33
2293,7,6,1,85.71,16.67
2294,8,6,0,75.00,0.00
2295,4,2,1,50.00,50.00
2296,10,2,2,20.00,100.00
2297,15,2,0,13.33,0.00
2298,5,5,1,100.00,20.00
2299,10,1,1,10.00,100.00
2300,5,1,5,20.00,500.00
2301,10,9,1,90.00,11.11
2302,8,3,3,37.50,100.00
2303,8,7,1,87.50,14.29
2304,9,4,1,44.44,25.00
2305,7,1,0,14.29,0.00
2306,5,2,1,40.00,50.00
2307,6,6,2,100.00,33.33
2308,8,7,0,87.50,0.00
2309,3,3,1,100.00,33.33
2310,8,4,1,50.00,25.00
2311,5,1,2,20.00,200.00
2312,8,3,1,37.50,33.33
2313,5,2,0,40.00,0.00
2314,9,6,3,66.67,50.00
2315,5,4,2,80.00,50.00
2316,5,5,1,100.00,20.00
2317,3,2,1,66.67,50.00
2318,11,7,0,63.64,0.00
2319,9,5,1,55.56,20.00
2320,10,6,0,60.00,0.00
2321,9,5,2,55.56,40.00
2322,3,4,1,133.33,25.00
2323,10,3,0,30.00,0.00
2324,10,1,1,10.00,100.00
2325,10,4,1,40.00,25.00
2326,3,3,2,100.00,66.67
2327,7,2,0,28.57,0.00
2328,8,8,2,100.00,25.00
2329,3,6,2,200.00,33.33
2330,11,2,1,18.18,50.00
2331,7,3,1,42.86,33.33
2332,5,3,2,60.00,66.67
2333,6,7,1,116.67,14.29
2334,11,4,0,36.36,0.00
2335,6,2,1,33.33,50.00
2336,15,4,2,26.67,50.00
2337,4,4,3,100.00,75.00
2338,10,3,4,30.00,133.33
2339,7,7,1,100.00,14.29
2340,10,5,1,50.00,20.00
2341,3,3,4,100.00,133.33
2342,9,5,0,55.56,0.00
2343,8,7,0,87.50,0.00
2344,6,2,2,33.33,100.00
2345,5,4,1,80.00,25.00
2346,7,2,0,28.57,0.00
2347,10,4,3,40.00,75.00
2348,8,3,0,37.50,0.00
2349,10,3,2,30.00,66.67
2350,4,2,2,50.00,100.00
2351,6,4,1,66.67,25.00
2352,7,1,0,14.29,0.00
2353,7,5,2,71.43,40.00
2354,8,4,2,50.00,50.00
2355,12,5,2,41.67,40.00
2356,7,7,0,100.00,0.00
2357,10,5,0,50.00,0.00
2358,4,6,0,150.00,0.00
2359,5,0,0,0.00,0.00
2360,4,8,0,200.00,0.00
2361,11,5,1,45.45,20.00
2362,14,1,3,7.14,300.00
2363,8,4,5,50.00,125.00
2364,8,1,0,12.50,0.00
2365,8,2,1,25.00,50.00
2366,5,5,2,100.00,40.00
2367,8,0,4,0.00,0.00
2368,7,3,2,42.86,66.67
2369,8,3,0,37.50,0.00
2370,7,1,1,14.29,100.00
2371,8,3,2,37.50,66.67
2372,8,2,1,25.00,50.00
2373,4,1,1,25.00,100.00
2374,9,1,2,11.11,200.00
2375,5,3,0,60.00,0.00
2376,10,4,3,40.00,75.00
2377,4,6,1,150.00,16.67
2378,8,1,1,12.50,100.00
2379,4,2,1,50.00,50.00
2380,8,3,0,37.50,0.00
2381,9,2,1,22.22,50.00
2382,8,3,2,37.50,66.67
2383,3,1,2,33.33,200.00
2384,9,7,4,77.78,57.14
2385,7,4,0,57.14,0.00
2386,12,3,2,25.00,66.67
2387,9,1,0,11.11,0.00
2388,1,8,3,800.00,37.50
2389,6,6,1,100.00,16.67
2390,7,2,0,28.57,0.00
2391,5,6,1,120.00,16.67
2392,6,4,0,66.67,0.00
2393,7,3,2,42.86,66.67
2394,6,2,0,33.33,0.00
2395,7,6,1,85.71,16.67
2396,9,1,1,11.11,100.00
2397,5,4,0,80.00,0.00
2398,8,6,1,75.00,16.67
2399,2,4,3,200.00,75.00
2400,11,6,0,54.55,0.00
2401,9,2,1,22.22,50.00
2402,7,3,4,42.86,133.33
2403,5,3,0,60.00,0.00
2404,10,2,3,20.00,150.00
2405,4,4,0,100.00,0.00
2406,6,2,0,33.33,0.00
2407,11,3,0,27.27,0.00
2408,4,2,2,50.00,100.00
2409,7,4,2,57.14,50.00
2410,1,6,0,600.00,0.00
2411,5,5,1,100.00,20.00
2412,7,3,0,42.86,0.00
2413,5,3,1,60.00,33.33
2414,8,3,2,37.50,66.67
2415,5,4,1,80.00,25.00
2416,8,4,4,50.00,100.00
2417,3,6,0,200.00,0.00
2418,10,4,2,40.00,50.00
2419,13,4,1,30.77,25.00
2420,7,7,0,100.00,0.00
2421,6,3,2,50.00,66.67
2422,12,5,2,41.67,40.00
2423,11,6,1,54.55,16.67
2424,7,3,1,42.86,33.33
2425,3,5,0,166.67,0.00
2426,1,1,2,100.00,200.00
2427,6,3,2,50.00,66.67
2428,6,6,2,100.00,33.33
2429,7,3,0,42.86,0.00
2430,9,3,0,33.33,0.00
2431,8,2,0,25.00,0.00
2432,9,4,0,44.44,0.00
2433,5,8,2,160.00,25.00
2434,10,3,1,30.00,33.33
2435,7,3,3,42.86,100.00
2436,4,5,2,125.00,40.00
2437,11,1,3,9.09,300.00
2438,7,4,0,57.14,0.00
2439,3,2,1,66.67,50.00
2440,4,1,0,25.00,0.00
2441,5,3,0,60.00,0.00
2442,6,4,1,66.67,25.00
2443,12,4,1,33.33,25.00
2444,9,4,0,44.44,0.00
2445,9,3,2,33.33,66.67
2446,13,4,1,30.77,25.00
2447,5,6,3,120.00,50.00
2448,7,5,2,71.43,40.00
2449,7,4,0,57.14,0.00
2450,6,1,1,16.67,100.00
2451,5,5,2,100.00,40.00
2452,5,5,0,100.00,0.00
2453,6,4,0,66.67,0.00
2454,3,1,1,33.33,100.00
2455,7,4,1,57.14,25.00
2456,6,8,1,133.33,12.50
2457,10,5,4,50.00,80.00
2458,4,3,0,75.00,0.00
2459,4,3,2,75.00,66.67
2460,5,9,1,180.00,11.11
2461,16,4,0,25.00,0.00
2462,8,4,1,50.00,25.00
2463,8,4,1,50.00,25.00
2464,11,5,3,45.45,60.00
2465,7,7,1,100.00,14.29
2466,11,2,2,18.18,100.00
2467,3,3,2,100.00,66.67
2468,7,4,2,57.14,50.00
2469,8,1,0,12.50,0.00
2470,3,3,0,100.00,0.00
2471,8,3,1,37.50,33.33
2472,8,2,3,25.00,150.00
2473,7,7,0,100.00,0.00
2474,9,6,0,66.67,0.00
2475,7,7,4,100.00,57.14
2476,4,4,2,100.00,50.00
2477,6,1,5,16.67,500.00
2478,2,5,2,250.00,40.00
2479,5,5,1,100.00,20.00
2480,6,2,1,33.33,50.00
2481,7,3,0,42.86,0.00
2482,8,4,2,50.00,50.00
2483,9,7,1,77.78,14.29
2484,10,6,0,60.00,0.00
2485,6,6,2,100.00,33.33
2486,7,3,3,42.86,100.00
2487,6,3,0,50.00,0.00
2488,7,6,0,85.71,0.00
2489,13,1,2,7.69,200.00
2490,14,3,1,21.43,33.33
2491,6,1,1,16.67,100.00
2492,10,5,5,50.00,100.00
2493,6,7,0,116.67,0.00
2494,8,6,1,75.00,16.67
2495,7,3,0,42.86,0.00
2496,10,4,1,40.00,25.00
2497,6,5,1,83.33,20.00
2498,10,3,2,30.00,66.67
2499,7,3,0,42.86,0.00
2500,3,2,1,66.67,50.00
2501,9,7,1,77.78,14.29
2502,1,2,2,200.00,100.00
2503,6,5,1,83.33,20.00
2504,7,5,1,71.43,20.00
2505,10,2,0,20.00,0.00
2506,7,7,2,100.00,28.57
2507,5,3,1,60.00,33.33
2508,4,3,2,75.00,66.67
2509,3,6,2,200.00,33.33
2510,11,4,1,36.36,25.00
2511,9,3,1,33.33,33.33
2512,10,7,3,70.00,42.86
2513,5,4,1,80.00,25.00
2514,13,1,3,7.69,300.00
2515,7,2,1,28.57,50.00
2516,4,4,0,100.00,0.00
2517,8,4,1,50.00,25.00
